"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21"
"1" 0 0.586393045977123 0.702328120650907 0.714181477176717 0.717639992450201 0.732863110236384 0.774902141101379 0.774994728731576 0.776509441539054 0.865074903978832 0.882006518899864 0.906515918557645 0.908496333399816 0.949882406184734 0.950033531938229 0.95337932739137 0.960586112855591 0.995248163655328 0.998741471660845 0.999957447217935 1
"2" 0 0.586542833708473 0.702086306280447 0.737507365815538 0.77148373111406 0.771879528555006 0.777870624273488 0.778031993663021 0.855412089683457 0.872353088784808 0.876985960765425 0.909784882729725 0.915083007685762 0.91515457993152 0.922853934213054 0.96020048612729 0.974460077322148 0.9752515169667 0.975695083594564 0.99985204703233 1
"3" 0 0.673876762674446 0.700861344460118 0.800946220956407 0.803049350227544 0.805166079671896 0.806613639492601 0.842553376497137 0.843005296890559 0.870228269154226 0.875358701330143 0.875369103071097 0.923002547117405 0.926071829241992 0.928042050985686 0.94903190868123 0.97975400961051 0.979754108541386 0.987524779662181 0.993981370989562 1
"4" 0 0.619937886077878 0.748938016925023 0.755788376191275 0.776186900674733 0.777269279127595 0.779644409140714 0.782927198226914 0.784000318005488 0.799650774884489 0.800047518711648 0.838844307297086 0.838913855875635 0.841962932068474 0.856349941732882 0.85843094264964 0.979464312451117 0.979680178499331 0.999628969187139 0.999999789904009 1
"5" 0 0.615202068435125 0.711053264920867 0.730800182990692 0.731503270886366 0.748982225569641 0.760512187476565 0.767425185575542 0.771965543915644 0.772247863011947 0.776819540889245 0.776883789299366 0.778074107164241 0.805981144668298 0.824446857282922 0.962468110357901 0.973661059626819 0.976509595595415 0.977096917780024 0.999364866784129 1
"6" 0 0.752935436659663 0.75315515058914 0.78148460364065 0.798943656423653 0.807485822550692 0.807516862089869 0.80975166792668 0.827520183248031 0.827623631512594 0.830435115345817 0.831816368302701 0.83299103680428 0.83511538175949 0.836141682817548 0.945161973708317 0.970624768572337 0.978667720549771 0.999178359201711 0.999589348751232 1
"7" 0 0.741966138637749 0.781807627318458 0.841992208486095 0.84536734334142 0.849472983659812 0.866054959288314 0.915561026518315 0.918895264124418 0.926594037418923 0.930074077554736 0.930307572336259 0.930340033732539 0.943562203111301 0.948667665137659 0.966747722164045 0.977669714329118 0.983924475378281 0.9842212149496 0.999613025287262 1
"8" 0 0.659692942809689 0.668447197885807 0.701144105637423 0.702716246131765 0.711841449280307 0.741710348798817 0.75113531180795 0.753720641810448 0.771147626898631 0.802030745467479 0.805426122783282 0.805468061072236 0.812237294457934 0.924793204694686 0.948055240909232 0.96650571684374 0.971576717237105 0.982068245060011 0.988438798463905 1
"9" 0 0.517913070535574 0.732422688849299 0.755111666857514 0.761985492046421 0.770689812304406 0.77222185099267 0.773595846570167 0.773908723563982 0.781652244444577 0.78309592258852 0.784255324607654 0.785277981095627 0.866155042602693 0.896377905429614 0.899761015619112 0.901527009556559 0.907238982251816 0.92929493753652 0.995507951500218 1
"10" 0 0.594141770918813 0.594159164297488 0.755357922174547 0.756859415298489 0.758090187122856 0.778768245957682 0.792800550156714 0.808362072946178 0.907975299552945 0.91833785726765 0.918628541359173 0.940143489648701 0.940331931718601 0.941722361780514 0.945015416582257 0.945026954542566 0.950206756826887 0.951431103521212 0.9650744064578 1
"11" 0 0.735599185390142 0.75768450063866 0.773017550510044 0.774199829909448 0.789893178059343 0.790199632210518 0.795254864009166 0.795321851292176 0.796970603779877 0.849484282041471 0.867538386407042 0.867943953313573 0.937063088410647 0.971512636526339 0.988536598840175 0.990856642597624 0.996070096924857 0.996918706044751 0.998312248504521 1
