"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9"
"1" 19.6319430824911 22.3769006121814 22.3770525153694 18.8889456657164 22.3770411217071 19.0580812390105 17.9816549124938 33.9090995210466 17.066052441541
"2" 13.9510636930539 16.6959393377973 16.6961672483869 14.1662110444082 16.6961617322698 16.536526756167 14.1274520496512 29.088652791525 16.3916120910411
"3" 16.8073826341194 19.0251463820922 19.5524965141851 14.9524191826286 19.3626106459612 16.5611019945237 12.0404778744871 32.7634840082244 16.414324188393
"4" 21.8371315790706 23.3297584983953 24.5822594885869 20.3614930279745 23.7877799671168 17.1138173050366 17.0771653584094 34.19185118871 8.0155693369279
"5" 21.0445457508009 22.6771620543422 23.789671139755 15.4725743131276 20.7094399232859 17.4072468522314 9.34389137338273 32.3063444427013 4.11526233455918
"6" 14.5982812338246 17.3433259224187 17.3434062437861 11.3715514315647 13.8247087062499 12.6900788874393 10.7152838294946 28.6820443518581 2.47407429309435
"7" 14.1317058810049 16.8767289920273 16.8768134493939 14.242403632509 16.8768039202209 16.5264170470032 13.1216436675794 33.4815798420132 13.330603393477
"8" 11.8681924658316 14.5867788923994 14.6133077467643 9.35434540773041 12.1217447225967 12.7535546948177 6.35441995824805 22.3894452947749 11.7559788425895
"9" 26.1864757950111 23.9337954725686 28.9316081662009 23.7999941516157 23.6367535484692 15.6086799472061 19.7380839812657 31.7879013206571 20.3634187066398
"10" 17.3894389828763 20.1345052243459 20.1345527126226 12.3088001547736 16.9311690079683 18.7108286607607 6.38773560979908 30.2963411212168 19.4698295102214
"11" 12.1787490841103 14.9238455553549 14.9238669909563 9.04478795424668 14.9174102049727 14.9238471233263 7.81620166740919 30.9030675311557 5.51345420932859
"12" 10.401496248913 13.1464583197041 13.1466113696135 6.97424984425005 13.146594288129 10.5858143376053 4.27690301707501 31.6451863557309 5.55432140989859
"13" 15.0968519285678 17.8419279661974 17.8419596417817 13.9706910573449 17.1827881553902 15.1940080416766 12.120093598786 31.4688432012919 15.0948712577286
"14" 14.6089451323734 17.3107876902704 17.3540592464881 14.6212853304886 16.9952657039161 12.3470142337016 14.6074967834121 31.983411261165 11.0240289441247
"15" 30.4832901635454 29.0401997941569 33.2284258645718 24.3244511322786 23.6299672157549 23.3701433068494 17.2804401928655 35.2900923437971 -3.36116520237043
"16" 22.2191222659006 24.9642192771544 24.9642404978935 19.0175917601075 20.6099202382407 18.6739999113694 15.0519485185421 32.0521015580148 15.0344274307292
"17" 15.1049377232832 17.8499316941849 17.850055290839 14.745905067239 17.8500357624992 11.5249792991305 14.642414660942 34.4275288258825 11.9293019480512
"18" 23.9392100930388 24.9848386509122 26.684333752587 22.0202646401257 24.9699500491154 20.7267890636073 18.682651393664 32.9212642576136 22.441767507595
"19" 22.4402964029116 24.5257975351759 25.1854136947323 20.5482043402268 23.8468751937277 19.8870521541673 17.9903880918056 32.7423340007342 14.1623948155154
"20" 17.5876855657041 20.3141559184887 20.332805520699 11.11864031275 16.6160148659338 20.2309208896937 2.88582963732376 31.0197463776493 15.7547506700637
"21" 15.9543805055227 18.1093290108733 18.6994974973174 13.6839530661124 18.6994785447386 16.8345508838399 11.319024307647 34.2022028616409 10.5728061970859
"22" 20.5714894910116 22.3890765881974 23.3166044310827 18.7353205733609 20.7956148514373 17.1622403898152 17.2172646848233 32.5398595403426 19.9083478403694
"23" 9.13311938152774 11.8780361375426 11.8782310807587 8.57121429263202 11.8782174207436 9.71542465583852 8.27305389673897 29.3512884813023 9.44445297642722
"24" 13.4292115123944 16.1743091666825 16.1743200011246 13.6661729767998 15.744775603808 10.9842834123447 13.2009868587259 29.999414253427 12.957354589588
"25" 16.2775716446389 19.0226679009718 19.0226882984497 13.0640045911296 18.7318587783609 15.6907950520604 9.07872229591838 33.7084403200831 10.2360640662407
"26" 27.6092235003015 26.4524018368887 30.3543557536732 23.166690520865 22.2363024543865 22.5952792557887 18.4274677623335 31.9415826392427 18.8678345783252
"27" 18.8037847023106 20.4214028852464 21.5489106141092 14.8486472185466 20.6725533731365 19.8607383309354 11.0250842667603 30.1809160239602 10.539518098381
"28" 24.5219941368809 27.2670880174185 27.2671174367961 20.4651652371343 24.6164326111618 24.7743161905476 15.438491735713 35.8777841166731 16.4384812230232
"29" 22.2096856057093 24.9538628873857 24.9548044511128 20.4107926430955 24.1154137572613 19.9565843373304 17.9889371022111 33.044432923276 11.3017356122019
"30" 23.6540430988773 26.2836125654953 26.3991656662562 20.1389799383418 22.5489284104856 21.6474502339648 15.4495038495932 33.050906205831 17.7030077760731
"31" 31.1653061933627 29.8852039303708 33.9104390582687 27.2561344099893 27.4735981274122 26.2771580175976 22.304331096089 33.3920377852617 15.001724825504
"32" 16.981740296449 19.2798975183587 19.7268450590072 16.2129626571245 15.3465662207235 12.3764553496736 15.7842151978104 28.8590170551725 19.5048874705442
"33" 13.6850518515593 16.4300720974688 16.4301734368394 9.13764430605145 14.9326883603151 10.3705367756559 5.94679699170767 29.3991386766221 6.82797412548206
"34" 12.2627656129168 15.0074347120592 15.0078833915838 9.57275078610584 14.3462284404151 6.01206562292161 6.95553366649077 29.6838488081127 0.781980773247644
"35" 13.544724877273 16.2896729981722 16.2898380966051 11.2932611497559 16.289822916489 15.932454872998 9.80935863405367 34.6699541841502 11.4404657163371
"36" 9.67409883743323 12.4133219043685 12.4192081963584 5.33270126697869 9.65665285665531 10.5750634385394 2e+200 30.5988221011069 10.2215406611924
"37" 4.61713923584216 7.36216279139417 7.36225018778669 -0.0243254416578198 7.36223727505813 7.36223727505816 -4.76981590181019 31.4108610038354 2.5248188934588
"38" 24.2040307340134 23.9958518609104 26.9491597395036 22.5392588581209 21.5705199728252 15.8605502728332 19.4811985076442 31.8745955842781 19.9194503657025
"39" 6.58631134530148 9.33138130307254 9.33141281264365 6.8610534355285 9.3314093845175 8.91906284855544 6.48961806476514 29.1688430602232 9.15568305694559
"40" 18.0427185648206 18.2010925706281 20.7878351697469 16.5914502575692 20.6714905575034 15.752860480023 13.5502460069268 33.7038216855004 5.14707927954803
"41" 18.8020786961671 21.4519822342387 21.5471936181889 17.6966722798993 20.6401427862417 16.8907557672342 15.847268963626 32.7533371198504 17.6667527813194
"42" 21.9122867644619 22.8795449529354 24.6574104455963 17.8163640104989 19.5334128007477 22.2739180837242 15.9032581545267 28.6149109876425 15.6216929967168
"43" 21.0500612097558 22.3303122468306 23.795187792097 20.108796507208 22.4292450282956 19.8311346945051 17.555350608985 28.5967301864542 7.88321449363236
"44" 12.5190363723431 15.2364315133222 15.2641504025171 10.7833755307686 15.2641344115591 12.8039525918108 8.66734491177087 31.7783642498378 9.84200225250011
"45" 22.7565949008039 24.4156113761336 25.5017197449795 18.9832808325783 19.4812897549939 19.5185686420984 14.7502857301714 28.9923650269501 14.2632219315673
"46" 18.3469369112887 21.0471582018239 21.0920578255537 14.7532595459961 17.5047823524358 12.1835815263887 9.98028465994187 31.6895415365203 2.88366971444713
"47" 11.6270860556452 14.361829543224 14.3721979266066 8.07056801483827 14.3721840948612 13.742352991243 3.87917388216325 31.2796178511089 6.12116872517551
"48" 13.6866971280452 16.4317435203372 16.4318104230764 9.16183527243298 16.4317951672612 15.7087030790084 3.88794823202537 34.9505567401153 6.68824188901752
"49" 6.09136571162735 8.83644994242098 8.8364816355327 6.00727058617916 8.83646375084336 8.28716176339384 5.973202123007 30.1520215679658 -0.917171629438231
"50" 12.5654193004075 14.8310587607695 15.3105434327232 12.0152349885371 15.0300194523927 5.90848366875019 9.58826704323298 28.2422301968289 10.362107709
"51" 20.0714930103158 22.7467531271304 22.8166111928025 19.2249020675766 20.7966597991097 19.5849113853013 16.8510855593428 28.6392124146893 12.0910248995125
"52" 27.6411695189811 27.2279074372714 30.3863023505229 25.9726728468517 24.2387761155585 21.3354334548828 22.4629078812283 33.0523599824598 16.9877905658184
"53" 14.0097017915759 16.7547953830846 16.7548131637831 12.8283452004712 16.3273144993924 12.8345596590768 12.7073703963916 33.5026169533146 5.20457694953361
"54" 15.0441027689651 17.5102434367467 17.7892110890695 14.7193227708732 17.1882280584924 17.5027872185684 13.6455080101972 31.1021151510772 14.1098325990448
"55" 27.6035635542389 28.3636603858765 30.348691524295 18.9877072253314 19.7714598356409 26.6450280269251 10.2868965234799 30.5095606638636 13.9957683616721
"56" 17.5739346704389 20.2645188172702 20.3190591519798 15.1372119885492 18.1924282034408 16.135547406663 11.464225613077 30.0778941704712 11.1146801676828
"57" 10.0763784440617 12.8214703943192 12.8214819784356 9.5210195317635 12.8214764832777 12.7466031160708 9.01773993010976 30.9460819595429 12.192952546596
"58" 13.9075221976669 16.6521780003984 16.6526361361634 9.91218428442849 14.5623734487213 15.5492995336867 6.28001867062874 29.1006448814002 13.2250657986764
"59" 32.5485504260689 28.5922487215583 35.2936794431656 28.0315275737319 23.4507656236375 22.2813164847453 22.3664591421524 32.6767578688269 21.2210749024134
"60" 14.1012541501599 16.8443209827222 16.846373727457 10.8411432521683 16.7797832539913 16.4062872892745 7.4568040772136 30.0665746677532 0.30138499861396
"61" 17.4175972917661 20.0379737293592 20.1627126415383 13.2746239797153 19.9821352419189 19.0811396179927 9.0746369614442 34.0834925615916 14.4363013722583
"62" 18.1896928965193 20.9196869841898 20.9348122040957 14.4225106877333 18.7422823840564 18.7858593851045 12.3675715361656 28.4786262654949 13.4149607659402
"63" 28.8914027961699 28.6295019389819 31.6365299404531 25.9508644601016 25.2769723128455 27.4046660247389 22.7835891113915 31.8354224222234 21.487033073483
"64" 17.0348746846506 19.7799715363421 19.7800015764303 12.0751706586568 17.0386716872117 13.5099619160677 6.62551697070423 29.4551501273116 2.0874873830996
"65" 28.1727401904489 30.1427247231937 30.9178666204918 23.9357359962716 25.2407755042959 24.8320266611071 18.8241707326641 35.489015389176 21.8548594808661
"66" 24.276876163823 24.1369853096238 27.0220085576804 13.9084419042379 13.9444990522552 22.0551720914299 1.87306517979149 26.6864463518544 7.04619231989503
"67" 17.5465611757509 20.2916254809611 20.2916847087057 13.0239056814055 18.0284104849913 13.9869769581934 8.20612644885602 33.6286300565817 5.0101800509895
"68" 24.8573677517265 27.6024408971568 27.6024938400009 20.8341252968636 24.8630191025982 20.2727068477418 16.295405971495 34.0387270732649 13.7173908239051
"69" 29.4956535068274 29.442998649623 32.2407761015721 26.8591041179258 26.1531090840001 20.9610461554777 23.9903534871517 31.6201240910472 24.2729721141666
"70" 0.984599894211435 3.72700529317331 3.7297143590641 -0.633288611722623 3.7296979334274 -2.54309552313512 -3.61107752607939 24.9820922907251 -7.52343698255908
"71" 25.4557620104095 28.2007582383361 28.2008762753191 22.7419982798365 27.2961142677984 25.6967808870566 19.6433153131548 35.0555199312713 21.2359715703651
"72" 11.8241743313149 14.5692493482488 14.5692938467121 5.56439501151058 14.5692723705309 12.5562201558264 -1.62983282165943 31.0184413891373 1.31983806985264
"73" 18.3638460345951 21.1089027615903 21.108958236452 17.8225413723716 21.0477539984825 18.1008248906434 16.6402332885767 33.9283212852893 18.4029385882042
"74" 24.5532788728774 26.0622962718964 27.2984049346009 23.1357535955196 26.3069115500395 15.2655314131634 20.0425037105348 33.6204783665474 10.1413645190978
"75" 19.8754138314438 22.6187653293012 22.6205291354905 17.8781529406243 22.6205118706597 18.5949117750038 14.7517040304658 36.3346240788316 16.3192598171641
"76" 21.4513630749898 23.668827002113 24.1964907750922 15.8734876514845 17.9534889586562 18.0694815383372 10.4954376533212 27.9880487644294 14.8797061101786
"77" 20.4728358219546 22.638516130943 23.2179523225098 16.5054159035805 21.2467361619626 16.2093699642732 11.8119667075238 31.8064499124284 12.9779976275065
"78" 9.72667824838507 12.4710849971013 12.4717884877877 8.27060273845055 12.4717762876011 10.4758560938163 6.85705453213691 28.8999006775081 8.73880884761551
"79" 20.7322087415817 23.4464598810934 23.477326556637 18.4534551701228 23.4773067807977 23.0325397955816 15.377624809889 33.5330558771847 10.7671157238177
"80" 22.1174051664225 23.0418611894276 24.8625270560559 19.5894058964768 22.5742823593583 18.2009981742972 16.4632833494247 31.8970112417442 20.6158360297682
