"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25"
"36" 4 0.691268724935891 0 0 0.917516199901315 0.368382889142307 7.12457640674129e-218 1.70404028314774 0.722645272602971 1 11 1 -0.145089744418687 -0.392485355013842 -0.493366491451361 0.292565424026494 0.0738699885469049 0.233326922587534 0.178341447213771 0.0565123779009671 0.615338302489204 0.722645272602971 0.743931970937103 0.12565939157783 0.074798917235566
"37" 7 0.878949511478736 0 0 1 1 2.999999 1.59402861040528 0.552836246657348 1 5 18 -0.223798157032593 -0.338386991951419 -0.434836133758174 0.246991814261985 0.144008669830607 0.0897577635914755 0.229195552975366 0.028123140395 0.545221335913145 0.552836246657348 0.584954975130955 0.133425146518279 0.271397136015748
"38" 6 0.701847406924365 1 16 0.857621724634798 7.10698147039055e-23 2.999999 0.796770386513137 0.62118925757408 1 11 1 -0.108793000308837 -0.384413202072568 -0.579301986071083 0.37639987068761 0.384515485426311 0.00271173813524461 0.431529848939196 0.00121595225134374 0.769548020125437 0.62118925757408 0.77597771715639 0.00143769664899346 0.241065714259442
"39" 7 0.245803637170372 0 0 1 0.649992560693446 2.53219903853543 1.42029517747529 0.749381165133792 1 5 1 -0.00928845052041897 -0.283979563665355 -0.201496343388572 0.171099264178838 0.195231392773589 0.0449201392007321 0.277355664592444 0.0141761079392562 0.618495638137492 0.749381165133792 0.73748209326375 0.713834666734235 0.221123567227057
"40" 9 0.973618296047043 0 0 0.975740098066373 1.13048229652259e-96 2.999999 1.29352927105144 0.629627301276527 1 5 1 -0.158562440654237 -0.398949350593642 -0.483679082817506 0.27681513906078 0.315446799923992 0.00806125849243822 0.401427424041796 0.00204497798979641 0.746374185398688 0.629627301276527 0.733746096565361 0.00947472707487226 0.243575555890985
"41" 7 0.353261962198005 0 0 0.919093867226499 2.55501816638374e-108 2.999999 1.31195510375947 0.631160315264217 1 5 18 -0.100172348278216 -0.374029799356122 -0.480851657474941 0.297164053168457 0.134358046084083 0.102185934624031 0.216831920535614 0.0333898355917699 0.68351070660733 0.631160315264217 0.672252747253731 0.0824605614415908 0.282416773675844
"42" 9 0.406201493399095 1 16 0.705266903876654 0.166641027070678 2.80600331042551 0.543869334763479 0.619179012333811 1 5 2 -0.281756624151726 -0.224068454756 -0.415407584027113 0.207938584812758 0.179404598231393 0.0557044195883809 0.194239150990408 0.0455324220816091 0.486935003504086 0.619179012333811 0.605891769241779 0.556300127509003 0.135891931734364
"43" 9 0.984363018839762 1 13 0.906716719336763 1.25240549910223e-65 2.999999 0.56648821153426 0.626644603539925 2 5 10 0.0448999023618549 -0.246380570645884 -0.343145310698614 0.264744185366369 0.138030116119712 0.0972656211924534 0.184384428176541 0.0520666310497775 0.640014318421807 0.626644603539925 0.643053490603397 0.194141129900688 0.159035796541717
"44" 7 0.437357616867968 0 0 1 0.25822460183226 2.999999 1.86427098863096 0.611428609171252 2 5 3 -0.209168434305045 -0.4317644641782 -0.441131881220858 0.436386758177573 0.3350354457643 0.00597422526570401 0.469279399699538 0.000611381920263776 0.730791285364732 0.611428609171252 0.79674208711445 0.000638234719400237 0.22202917644681
"45" 9 0.488057298414334 1 16 0.775678799471472 3.52150426660146e-16 2.999999 0.896070716252609 0.593577337878404 1 5 3 -0.248972700356445 -0.483788154297032 -0.527163089036237 0.30984521011013 0.207612683835683 0.0379143046651249 0.277766942757031 0.0140916111272502 0.641047874298551 0.593577337878404 0.676656806467964 0.0260393725901764 0.222347868794706
"46" 9 0.959404031015164 1 18 0.876996846303753 1.30269401098139e-215 2.999999 1.12054258522955 0.744285545288816 1 5 9 0.180254302779304 -0.40998236607545 -0.469465547054464 0.165855340818848 0.339529963217252 0.00557185943857696 0.401475930353478 0.00204330343226244 0.718261198292649 0.744285545288816 0.765760706816876 0.115075852261504 0.295607787770144
"47" 7 0.669901786001311 0 0 1 0.577528429515875 2.999999 1.80622749601147 0.700289010567312 1 5 1 -0.0253039462505829 -0.269686643865012 -0.446120302695342 0.277140595497764 0.173781674867515 0.0601086948241893 0.294602572040097 0.0110094004554855 0.564995402069372 0.700289010567312 0.691775572847241 0.49939421689945 0.273112221563621
"48" 7 0.749642678501388 0 0 1 0.49018078450486 2.999999 1.31464865546375 0.646064704284649 1 5 2 -0.13559676583317 -0.504842686283838 -0.479427922746788 0.267470401245542 0.28372179320467 0.0129196575296562 0.357535630049106 0.00419754693879959 0.602152417601554 0.646064704284649 0.658395346900085 0.210541543844662 0.184643663051666
"49" 9 0.887924787307458 0 0 1 0.580841359764288 1.90800314031659 1.77806970959572 0.794632479131322 1 5 1 -0.0911031137730459 -0.199218857168099 -0.244764983713584 0.217379602967973 0.143053880811551 0.0909167016814401 0.191596041216601 0.0472028516389975 0.629223150406221 0.794632479131322 0.785571464376713 0.662342773085328 0.275031101586991
"50" 6 0.72418885024705 0 0 0.97156239263005 2.15503023722675e-211 2.999999 1.1090033808463 0.771160463880277 2 5 1 -0.078405745943034 -0.229074120168666 -0.161679913162314 0.234429738886462 0.360484017628676 0.00400485022468011 0.416767239227332 0.00157366096202849 0.820201925915154 0.771160463880277 0.828166796324826 0.0171807890666023 0.319460039688583
"51" 9 0.843495456118927 1 17 0.880558048173741 4.91698376211357e-215 2.999999 1.06555208946085 0.606263238860021 1 11 2 0.0430755536191227 -0.353907822895776 -0.51068755606042 0.311074711421411 0.246753779583811 0.02197876363857 0.312761313493693 0.00839490001927823 0.672695645704142 0.606263238860021 0.671903996943495 0.0418373820700771 0.347880540869994
"52" 9 0.813873616085573 1 19 0.870655609373276 7.55399179969649e-70 2.999999 0.697506398483078 0.530456898303818 1 5 21 -0.0803120897895074 -0.383092959220473 -0.40143465204834 0.516570636875345 0.359819271957611 0.00404757152762647 0.384850515471463 0.00269679476543017 0.716823243819749 0.530456898303818 0.709017705791258 0.00224764664302299 0.241911158243326
"53" 9 0.917492510849355 0 0 0.947236068480177 5.928412955626e-26 2.15596705995798 1.42768474044014 0.635551361720691 1 11 3 -0.149774338916269 -0.317345520886745 -0.542883420687119 0.479403919313628 0.130864971922257 0.107099002962913 0.205945618346095 0.0387925846600146 0.589055642384637 0.635551361720691 0.643728819932606 0.246311496167328 0.203041839061416
"54" 7 0.288961256254429 0 0 0.928254136296334 0.623933501629571 1.92914621907907 0.699283554791627 0.559483434040896 1 12 1 -0.192405587122587 -0.551835528852526 -0.537633898992838 0.368681705317315 0.123776484193355 0.117817440883057 0.140334586338908 0.0942999855186142 0.49586041189742 0.559483434040896 0.578940289074507 0.187414268737989 0.155436090642679
"55" 7 0.848306604209514 1 19 0.594974498758893 4.84354892934928e-176 2.999999 0.51297391896989 0.765972704186752 2 11 3 -0.326837754897093 -0.155359109289724 -0.508519120254173 0.324039722566839 0.254317038143541 0.0197430782266685 0.244368590625399 0.0227318412986812 0.476607624031427 0.765972704186752 0.772409510315329 0.236014946610545 0.046213077843876
"56" 9 0.466476331474244 1 14 0.882589483446917 9.21517499747278e-119 2.999999 1.12171812972689 0.702699883669221 1 5 1 -0.0780003426711045 -0.427690723946177 -0.322291003706478 0.224312505315838 0.437955244372785 0.00108484393026398 0.486202538658923 0.00044276781156638 0.778630859936612 0.702699883669221 0.771003428697106 0.0187931608211444 0.313821949939327
"57" 7 0.315078241372561 0 0 1 0.750945176722419 2.48982370290563 1.66399445361751 0.750752062690501 1 5 14 0.0160366059283377 -0.241105623965713 -0.0414097920301736 0.108695527189291 0.229645960613775 0.0279470189600457 0.312080433391026 0.00848150045116292 0.606554703613219 0.750752062690501 0.784603955743309 0.0612305458916705 0.34314277135623
"58" 7 0.7983542244406 0 0 0.843434979154019 0.391119188027427 2.999999 1.15060666169039 0.673149658291545 1 5 3 -0.265467283479344 -0.453405592592271 -0.281054285393112 0.314010809172202 0.0758189050957352 0.227015361841221 0.170604408800733 0.0627453328129544 0.575379030538108 0.673149658291545 0.714757824157611 0.0679481677895069 0.253218558446493
"59" 9 0.39271287708614 2 20 0.755497710089159 1.55490307287802e-217 2.999999 0.544551780614697 0.633734275157336 1 5 3 0.178738211462512 -0.351996391435443 -0.251582636241307 0.560406003327737 0.319888342123558 0.00753626480629754 0.331708056203619 0.00628919125798877 0.69943140683184 0.633734275157336 0.693274426501435 0.0440497939796837 0.178952804100192
"60" 9 0.966010327065184 0 0 0.969785086485302 0.635188515947304 2.999999 1.43562890989744 0.681249451703176 1 5 3 0.15496702864254 -0.347341459895313 -0.432379435380608 0.432821301655237 0.111866803229815 0.138359835799049 0.189220716012555 0.048754287615929 0.601803722988133 0.681249451703176 0.675734016612855 0.421446363039159 0.230092729984839
"61" 7 0.816016215321206 0 0 0.959405424428844 0.44479174027474 2.999999 0.99105614316753 0.510269879052165 1 11 1 -0.115528355354457 -0.607815771861322 -0.638265226184293 0.436802896943888 0.122998002072911 0.119059256459991 0.198063975201359 0.0432154719072138 0.570155522696422 0.510269879052165 0.579481565179483 0.0572322586463524 0.117402345434909
"62" 7 0.472961515117959 0 0 0.838813765023789 0.167545607652914 2.85887680869697 1.13016629855778 0.602067955844621 1 5 1 -0.060684568675277 -0.242909248555787 -0.407363622735051 0.322826261115149 0.16818271344466 0.0648304244198976 0.261095774575999 0.0179225503845144 0.598039860561772 0.602067955844621 0.618867875499787 0.192009984241748 0.235432283051059
"63" 9 0.527099379894895 1 15 0.760012052196319 2.08001742109375e-83 2.999999 0.575095070983183 0.80558067496359 2 20 6 -0.12706461946188 -0.178496052367859 -0.234225221015727 -0.0558593453860333 0.312850666387474 0.00838359631420182 0.321075985358374 0.00740134640549384 0.583083521729312 0.80558067496359 0.809361461675603 0.260148069571816 0.162745256273458
"64" 9 0.896920739121408 0 0 0.832681081419641 1.25872465533097e-185 2.999999 1.30696469274621 0.663595364064904 1 5 1 0.00558352101859161 -0.23338297297796 -0.443912028556434 0.348018225808875 0.339717815383095 0.00555559950310514 0.387598776798525 0.00257703191306047 0.667992351567095 0.663595364064904 0.693287659762324 0.109239445951914 0.149910332022214
"65" 7 0.712857884129085 2 16 0.778054535608079 5.63225851418117e-125 2.999999 0.876866795964884 0.694044953275029 1 5 3 0.0706761310264938 -0.103988050164456 -0.310843310100123 0.406627438906074 0.28575514642585 0.0125407533811592 0.34587221427646 0.00504646551279997 0.662134095399603 0.694044953275029 0.713945475585326 0.144947866646597 0.209901358902283
"66" 7 0.925769365795859 2 18 0.632543929335704 1.16708802804757e-214 2.999999 0.429084865248888 0.847126251282211 2 2 4 -0.0665695159936379 -0.24002904783523 -0.200131368510397 0.0549880832386841 0.342339216143311 0.005333215669312 0.321588870251804 0.00734377538337183 0.568262821843095 0.847126251282211 0.838790059925084 0.795642124136864 0.17331199045664
"67" 9 0.809007719033524 0 0 0.904570200937669 1.27312591131273e-217 2.999999 1.25141205676371 0.689389068442595 1 5 1 0.0917624232217161 -0.284384293573816 -0.385737223231497 0.398930494311227 0.196530783936099 0.0441302860498181 0.290855111083787 0.0116354447455973 0.66859198592817 0.689389068442595 0.696021358997323 0.249756013611049 0.213777129400804
"68" 9 0.740013622963684 1 14 0.819117390375353 0.0742696748990244 2.999999 0.801436754444904 0.826414686772926 2 11 6 0.00444344452712597 -0.350873265207484 -0.352015567402888 0.13570371427702 0.295598800576677 0.0108483238750707 0.338557937733613 0.00565669832258497 0.616047404544735 0.826414686772926 0.820933621114295 0.511793928498679 0.235697130241738
"69" 6 0.635096185534145 1 18 0.747733699093407 1.29916601588925e-207 2.999999 0.841801309660753 0.589883459831789 1 5 1 0.120989709742269 -0.0293720189077443 -0.500197194358578 0.239146479342785 0.484657980583412 0.000456183222671713 0.485479172825416 0.000449005418451387 0.695926714588305 0.589883459831789 0.682228860458346 0.0199441707970736 0.17699413278176
"70" 9 0.780511893838717 0 0 1 1.17018412702204e-217 2.999999 1.77410234601143 0.685535292832565 1 11 3 -0.0932692933996629 -0.315874371509841 -0.376910286423245 0.366501260464719 0.359613661020585 0.00406087013394951 0.449226433723771 0.000885562900998949 0.687692805676317 0.685535292832565 0.702467667264807 0.166291542634633 0.185898343643353
"71" 7 0.550514314751947 0 0 0.860071572121982 0.299368468311685 2.999999 1.02279373344804 0.413464393954106 1 11 2 -0.14716203270098 -0.495640324735039 -0.750977417009024 0.334051622792574 0.130220892169713 0.108030644396589 0.217415893804703 0.0331212974052384 0.543482868531624 0.413464393954106 0.519970835338498 0.0347494404491677 0.143939965034448
"72" 7 0.794180767718401 1 11 1 0.232691912994418 2.999999 1.35438443600301 0.5850406264078 1 12 6 0.0207336061240658 -0.637433250499338 -0.487294845877735 0.323724060738208 0.299517965799477 0.0102356644394508 0.372638014198177 0.00329322873082805 0.632573931240071 0.5850406264078 0.659539245873608 0.0356551203130087 0.184779399631975
"73" 7 0.31281651504078 0 0 0.983805657185039 0.223087655305598 2.999999 1.48483704204309 0.609106244174933 1 5 1 -0.288140611328993 0.0118986630182053 -0.400315088189378 0.413240141477245 0.283174424297985 0.0130234639902329 0.335849269357094 0.00589943823867878 0.669683967714555 0.609106244174933 0.684334991764509 0.0303074957241551 0.159934660137373
"74" 9 0.919686604475864 1 15 0.918839917411419 1.59723615282087e-46 2.999999 0.675456596839423 0.65604792123833 2 5 9 0.129438353915669 -0.183553710878589 -0.285883170034807 0.229299256863547 0.401255356714262 0.00205092830712994 0.429884633406515 0.00125176778674807 0.73615433692761 0.65604792123833 0.729913540799456 0.0262704783083345 0.132821451947693
"75" 7 0.513246875466773 1 10 1 6.88651403885954e-15 2.999999 1.29312467326132 0.617186150346216 1 11 18 -0.0138672792054499 -0.464344586327647 -0.60749880682967 0.475014198745514 0.187073189517206 0.0501991870750942 0.280101859006032 0.0136207442084326 0.689182188628823 0.617186150346216 0.678003615420572 0.0461095616867667 0.219969650753767
"76" 7 0.810978121166873 1 16 0.73104047729343 3.78341700439143e-105 2.999999 0.934543431738337 0.64136637232466 1 5 13 -0.117929327680043 -0.046635176558612 -0.273620136474885 0.403063409725102 0.260101375012553 0.0181793743121919 0.282133627376795 0.0132229950895919 0.556991256083312 0.64136637232466 0.671307765334382 0.115768523336668 0.159396078401798
"77" 7 0.55717117094727 1 14 0.835553780841149 6.81873221084118e-16 2.999999 0.800411056078109 0.550324285986935 1 11 13 -0.0837775534507815 -0.346758703174738 -0.639077070479516 0.273914095546713 0.18762030561023 0.0498272004645477 0.227358702168427 0.0288523456700225 0.606995788149977 0.550324285986935 0.655712238671064 0.0176949253459207 0.235558048964111
"78" 7 0.405423000798026 0 0 1 0.405149684243302 2.999999 1.56956615801959 0.592706120744959 1 11 1 -0.0212917483619385 -0.534808352345131 -0.561261144532825 0.331268977198595 0.230375737466091 0.0276638720640059 0.354948295490242 0.00437363164293525 0.683483223028215 0.592706120744959 0.703743534985688 0.0106368374920997 0.229472744192113
"79" 9 0.880717205419018 0 0 1 0.629752448275203 2.999999 1.16937560874765 0.54519964877082 1 5 1 -0.126644357726528 -0.290215734052204 -0.551231489658873 0.211459662073651 0.154431767734344 0.0780229836946624 0.241715372295961 0.0235980835413492 0.619151950506647 0.54519964877082 0.598607296177235 0.0766352429758569 0.175790455548312
