"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21"
"1" 0 0.240949634783912 0.375405203985847 0.455813266733294 0.542791365639784 0.622706576753573 0.666327485203342 0.715176311231116 0.753715913209653 0.787619573282355 0.81653637175139 0.84440969211 0.8707390647755 0.894361419964309 0.915945385096009 0.936803544304293 0.95304205562179 0.965502788616626 0.979389750295418 0.992115396142178 1
"2" 0 0.265504677401834 0.395725431078624 0.486204651165883 0.568716590075362 0.625489765647797 0.67797289571625 0.724060721432384 0.75989208662099 0.794747736452306 0.82459883085315 0.851761556694877 0.879798915186127 0.906944068721417 0.92275707600633 0.940148725012676 0.954720062524245 0.970029919546529 0.981654156606813 0.993220755291883 1
"3" 0 0.250427767891094 0.378346182585821 0.470770139267607 0.551859773004618 0.613469736804954 0.659401892170852 0.704175282733781 0.741448375486609 0.776996114933807 0.810023055639451 0.838240112203052 0.867852034635833 0.893556517323608 0.915359961326128 0.935663963969798 0.949500637416732 0.964384631527614 0.978446349471333 0.988948751503975 1
"4" 0 0.247769004280134 0.408538092478793 0.529643640239682 0.611071286014536 0.672761643714973 0.714787350079695 0.752191676560975 0.785809753432395 0.814887566458083 0.838579282721325 0.862392865852534 0.88283987522682 0.903691290643135 0.924729297208411 0.941757328708204 0.959944519079965 0.976549892255179 0.987676656800396 0.997124958381141 1
"5" 0 0.252635709073343 0.378983740553556 0.486808515567211 0.55301086881727 0.610939764661662 0.662160879278137 0.70923732181139 0.743058227962319 0.77277766283378 0.805024172297972 0.834810345011221 0.861152106195117 0.885871036915134 0.909495485272027 0.929528366310565 0.948980596413715 0.966793277395074 0.981685938789444 0.991559248496936 1
"6" 0 0.272780468096357 0.429687813745977 0.524379516825524 0.605257742653832 0.668283232321836 0.719435297169131 0.761139728098091 0.794639222244915 0.8271162703789 0.859503454447347 0.879619239614059 0.899034239677153 0.917489607716848 0.935467610458995 0.952331140852661 0.966702352285974 0.98031347847223 0.988444551250375 0.995162723096652 1
"7" 0 0.216897537710782 0.339111335561826 0.429311402913573 0.521116229994789 0.595019275044337 0.650808449691282 0.694944062468978 0.735319509480076 0.768198443162226 0.802013946757741 0.832303954067416 0.865129851765531 0.887351819854978 0.910577536538489 0.930910636612793 0.949677507375615 0.966172504137549 0.980094146862014 0.991135454366075 1
"8" 0 0.241967537869604 0.391148825236461 0.493261412973786 0.583214758119237 0.645595680911356 0.684840483007986 0.721805999817717 0.75207684820352 0.782780538281942 0.810722937993861 0.835119461002699 0.859230827591477 0.882721890747875 0.90503488400203 0.926393160589866 0.946474756131081 0.962520565131678 0.977969057890591 0.992926936396438 1
"9" 0 0.282582293739961 0.429985925851403 0.544766089176088 0.602462451839548 0.677179358223913 0.73738269109633 0.785450259795957 0.82237703748537 0.848214734582637 0.871440083239078 0.888938299217005 0.905416984624267 0.92141558704645 0.936325701462189 0.948645168628953 0.9621601427324 0.973600454007025 0.984381967120441 0.995919001719838 1
"10" 0 0.276554516328061 0.439953330049764 0.534305832789409 0.59796040339233 0.658591626492753 0.700803530549119 0.733465854116206 0.764056394714053 0.792785551963793 0.82220782619107 0.847429593924775 0.869536379138967 0.893794315186662 0.913390318554871 0.930825617208005 0.946944565210413 0.964709148572657 0.979998439732165 0.99233068289809 1
"11" 0 0.255338804351762 0.365353531776705 0.463089002737554 0.538134297954634 0.600521446509763 0.649361056870062 0.69923276048792 0.746434088934281 0.781014853974871 0.813606162677445 0.839413101825907 0.866611708505227 0.890150172190631 0.912989164376452 0.93565400047031 0.952802887084832 0.968346883686686 0.980448989043521 0.990779495056667 1
"12" 0 0.235442441837774 0.385200659108595 0.464489045664901 0.543904961602115 0.60084887476531 0.652230718653015 0.696274327850905 0.735305499181131 0.771792332307435 0.809081768461656 0.841265715046772 0.868004488627592 0.891160280602642 0.917989056063342 0.943033682864496 0.962765276384515 0.978771050558259 0.988874590186191 0.996939326733795 1
"13" 0 0.214203540385447 0.342786858163238 0.429026484284257 0.523793938739548 0.597040944125686 0.64562587563049 0.686076152898047 0.725459351014884 0.766364866962712 0.799015925837875 0.828985221784136 0.854884545991414 0.879509746857754 0.909507352114603 0.932995315339871 0.949532412940274 0.965794015279152 0.979398792202842 0.990448000554321 1
"14" 0 0.275218537847371 0.420858184231989 0.516107452975346 0.586038618288465 0.639671961373022 0.689289945580847 0.726848326593312 0.758936000705363 0.790249456488783 0.821188131612029 0.844539072387776 0.869925626828377 0.895135043252799 0.914143092401106 0.932471157361921 0.948252011135286 0.963816292367563 0.978988387944654 0.992596553503428 1
"15" 0 0.270631450202371 0.421924147449859 0.53649309019324 0.607919461514292 0.678486456042162 0.72811931528685 0.773729999663694 0.817478171211251 0.846242264077803 0.873825891064812 0.901571438937504 0.916975545553094 0.928905874020163 0.941772604495533 0.955147219515158 0.967330539979075 0.977721970264859 0.986059078944195 0.995930215838022 1
"16" 0 0.255741375207896 0.387114966918687 0.498124770697239 0.581457667933261 0.654813680173863 0.699882294866984 0.737928053889407 0.768671756930524 0.798421265213217 0.828561740432565 0.853137387435944 0.877024044645495 0.895343257951632 0.915951230728963 0.937416898107112 0.952816078219466 0.969149507368029 0.982920616546023 0.993801578158028 1
"17" 0 0.248901872563602 0.405878756521767 0.500582144543095 0.585745041109397 0.648179445070377 0.705080952596499 0.746292522875726 0.783479789647651 0.817686777284069 0.844544319348732 0.867453089643255 0.889814024755047 0.909778273713018 0.926092491272836 0.944221006495186 0.960256689903724 0.974382391397413 0.986887325468921 0.994761787483223 1
