"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21"
"46" -0.153099669292175 -0.281820916237346 -0.142826187611142 0.0920115284608789 0.542969284172847 -0.0379697820475061 -0.0249486403919434 0.00135286468760325 0.00119324408428141 -0.00165699707567866 0.00478361355770588 2.29830790691323e-06 -7.39317560006964e-07 -1.17075026606244e-06 1.39174930890523e-06 6.54398693474215e-06 3.43571080745133e-06 -3.66940714926434e-09 -5.54896436588488e-09 -9.37816083055857e-08 1.00532528709183e-09
"47" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"48" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"49" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"50" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"51" 0.43862946435138 -0.0734994851125878 0.271293338358898 -0.132771086269357 -0.591502883464064 0.0194813678849274 0.0433821546681222 0.0699499833982734 0.00964583513880349 0.00792900125337926 -0.0692179494991552 0.000808652980439745 -0.000166245301400891 -0.000213933204683448 -0.00544462052874812 0.0164850356359713 -0.00848339564056952 -0.000308341067834845 0.00329174510925342 0.000686086666980735 2.5274641974109e-05
"52" -0.153127799417787 -0.281885359751835 -0.142852748415107 0.0920239794175435 0.543000128358274 -0.0380830728265691 -0.0234901978435786 0.00300096118773057 0.000682756144451769 0.000155158577600564 0.000290939496919931 5.66090908102093e-05 1.25825112746565e-06 1.47847291301124e-06 2.33441363776814e-05 3.96012691676738e-05 0.000165836412500685 2.53515548472858e-06 -4.11752526652715e-06 -1.21579419783782e-06 -7.43965572515177e-08
"53" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"54" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"55" -0.156469002492753 -0.291119166129801 -0.146050384865017 0.0929818304159676 0.538891090314823 -0.0245818845978102 -0.00287836432121072 -0.00546139507548931 -0.00469941342268304 -0.000114478226972939 -0.000451729494338045 -1.17049370401679e-05 -2.53331350656795e-07 -2.97797097802864e-07 -4.80476802063905e-06 -6.54334800218628e-06 -4.41875834230037e-06 6.04534567358391e-08 2.74167510707223e-07 -2.01057691932811e-05 6.91983364568311e-07
"56" -0.199160920970966 -0.118938779385524 -0.304109428723584 0.149374417161954 0.669203933542984 -0.173983099434007 -0.0322667479138958 -0.0189090994156715 0.0214553483548761 -0.00745909280080775 0.0175786336370295 -0.00023740750569941 0.00149725458896204 0.00192377068321986 -0.00158041022875766 -0.00361569076743086 -0.00100646073617897 4.04037932734648e-05 0.000136970050218877 4.39253440417386e-05 1.24807259613914e-05
"57" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"58" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"59" -0.0415600005980784 -0.052088561568996 -0.0496897804313697 0.366300137607625 -0.10408882340357 -0.105525944334072 -0.00998764587002267 -0.00107687424949012 -0.00104103319329661 -2.94064557395907e-05 -0.000428500767174053 -0.000114135391103277 -1.32511449557742e-05 -1.46655939461769e-05 -0.000102443378395849 0.000242597627201588 -0.000850016648874513 1.83218876749365e-05 3.55838481946413e-05 4.62582877817492e-06 9.81622961103932e-06
"60" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"61" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"62" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"63" 0.211095211441699 0.13363604375306 0.345306963158272 -0.148536428329237 -0.596999160834717 -0.00661458711910967 0.0477496589958623 0.030174385650209 -0.0119174706792298 -0.000217463889235828 -0.00319762163002361 -0.000138070549540567 7.08293110639791e-05 -4.06870927620174e-05 -7.84379748608916e-05 -9.53348030901019e-05 -0.000437019203148556 -4.97396826261967e-06 -8.67707763919545e-05 0.000371590309293857 -4.06557698603218e-05
"64" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"65" 0.199536966943221 0.142663327373783 0.429653551417203 -0.11236673797309 -0.359863740733787 -0.347142321300206 0.0548059585515184 -0.0019519339472988 -0.000715789222301163 -0.000178349272142494 -0.00117477595301568 0.000367939694167118 -0.000281907586974641 -0.000354285409750651 0.00297586887998442 0.000983728992479177 -0.00874921538305653 -0.000707482939539578 0.00130904213454895 0.00110597177812209 8.41839561279188e-05
"66" -0.158605148735885 -0.297315454034041 -0.148106156340099 0.0935350548856104 0.535681407057974 -0.00823992475650784 -0.00956861586980511 -0.005190848722594 -0.00118593862023449 0.00066831358144008 -0.001874845686486 -0.00012641747263244 -0.000191620614902652 -0.000220280351548017 0.00115225411252642 -0.00225219573427014 0.00226597091702359 -2.52504480723848e-05 -3.82148462902578e-05 -0.000247289371736968 -0.000114798949470832
"67" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"68" 0.456866876490866 0.0515215626004388 0.0495657981459339 -0.0153524570034599 -0.592893678202909 0.0062280814212368 0.0398433625830434 0.0163259836946935 -0.00974738321400415 0.00288556938791531 -0.00572157941473338 0.000142982227116434 2.98770132590209e-05 0.00012216499167418 -0.000105998164184154 0.000391640692504118 -0.000169850943200921 3.91632140071363e-05 -1.10861567286642e-05 3.69592545901257e-05 2.01138193549065e-06
"69" -0.366059580211856 0.0466210626114523 -0.234698046038609 0.113148394002634 0.497371614584281 -0.0407901108183407 -0.00402849642234244 -0.0101681253886147 -0.000795470840195242 -4.18894653394449e-05 -0.000489634315343197 -4.61091865105474e-06 -8.30400209123514e-07 -2.6055836135626e-06 -1.12506093218955e-05 -2.17609357458719e-05 -2.55659679743199e-05 1.17506747315076e-07 5.97850637015965e-07 -4.110632146968e-06 3.0199254778662e-07
"70" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"71" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"72" -0.246766238697557 -0.213625889979129 -0.200114915612713 0.151252841766848 0.731128596166289 0.0430947947235054 -0.226466600069649 -0.185751481770056 -0.232560142492903 0.314093077897656 0.0268649087421554 0.0136505943397963 -0.00243948476762756 -0.00145090174957205 3.30986940376421e-05 0.0264931858520069 0.00857361117374568 0.0148062317114514 -0.0211944584971342 0.00312054499108868 -0.00274137242223825
"73" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"74" 0.0699220950280064 0.0549933056091445 0.504766161595134 -0.0328997908795042 -0.645206842513368 0.00607466807671301 0.029195240828265 0.00384762979396243 0.00342258464563617 0.000200604123200788 0.00548591849734421 3.61243857541291e-05 2.09352271837307e-06 3.85311817908433e-06 0.000243503234385525 -3.93077203931021e-05 -0.000101049928226394 1.27745723330208e-05 1.54246358402008e-06 3.9716129248165e-05 -8.24582119161818e-07
"75" 0.186907007110535 0.152234133863892 0.205097350224984 0.0558502834973824 -0.875733631162427 0.129608012159133 0.0833986692446855 0.071026111893426 0.100611845938941 -0.116835919690604 0.0211261315472414 -0.000283310434204894 0.00280192414153917 0.00154790204939977 -0.00132574784241923 -0.0137666316979465 -0.00339286610117113 0.000584591484705065 -0.000243764458361466 0.000676078555185556 0.00011182967608507
"76" 0.403525763062978 -0.0387089957568618 0.265934813277061 -0.126592446731029 -0.550424633450659 0.0186085538807288 0.0162716257069034 0.00649245141530245 0.00680863405258807 -0.000141682170684171 -0.00170716786532375 -1.57186843153096e-05 -6.27080087728769e-08 -7.6791723415129e-08 -7.15595281813802e-07 -1.03345181525445e-06 -3.09133071533042e-06 1.12469982617882e-05 1.92306532560206e-05 -9.07453810642868e-05 1.40508704018073e-05
"77" -0.164527777236923 -0.104428818458991 -0.273334807566672 0.032666017968447 0.659585364403689 -0.11381291736484 -0.0294322776706403 -0.0319732841425472 0.0243853786636964 0.0027085971856736 -0.00241633527877155 0.000117291619434479 8.86095734156691e-06 3.36516133764088e-05 -4.99862709299888e-05 -3.27160681372961e-05 0.000609291616599921 0.000208751392951861 -0.00026522242481319 -6.43183553704999e-05 1.52554174291998e-05
"78" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"79" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"80" -0.196851959492893 -0.15665288111317 -0.113682684416436 -0.0101120709035052 0.689094317139992 -0.0184918578432106 -0.186130411887777 -0.23703629250853 0.2268720667249 0.000306489543772603 0.00174968474249985 0.000101221095291429 -0.000217766596361697 -0.000323384009139357 0.000779474900706187 0.000521029294070197 0.000110887142317101 -6.40476075276211e-06 -1.5865628136375e-05 -1.04718214202741e-05 -3.11960221298152e-06
"81" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"82" 0.0714486398588387 0.0559849695846496 0.439530241103155 -0.032764237892597 -0.609898742588951 0.0499950496027768 0.00409472737839883 0.0125856396061158 0.00862349917358165 5.31283049830194e-05 0.000269493086646294 1.38424741988502e-05 -3.04503303992246e-05 -3.98842534212252e-05 2.8449840498113e-05 0.000109408819177198 1.96297839437487e-06 6.10618887322527e-07 1.74568668818891e-06 -1.00515851658067e-05 1.95853354192421e-06
"83" -0.0404721669072 -0.0361484607903616 -0.470576219598492 0.0508634240912626 0.748871280462525 -0.255814712598439 0.0314018969084726 0.026914379134699 -0.0643538611533035 0.00850660809599017 -0.00775023524713701 0.00120221705751726 -0.00404268707999544 -0.0052374461541831 0.00746671339077333 -0.0174139506670932 0.0435357059158679 -0.0104319363424739 -0.0022138401549354 -0.00304368634132156 -0.00126302202217145
"84" -0.203890130703957 -0.183630971887308 -0.212343431117514 -0.0520256065171832 0.891126447775428 -0.382340721402321 0.119959863488699 0.122520538165369 0.121421058713715 -0.246752289464907 -0.0424349853617216 0.0118948035941783 -0.0219088668264941 -0.0175605390076218 -0.000864180991951621 0.0167943605836904 0.0663229733934106 -0.0345510134882905 -0.0763336041505888 0.143664168392774 -0.0190678731874036
"85" 0.397092904548695 -0.329512594857095 0.171072046707124 -0.0320412170255991 -0.501935105135927 0.290291429680322 0.00406615762497334 0.00236096601183006 -0.00195259752823434 -0.00053506273042443 0.00147962863386463 -0.000107291464417658 8.98402051461916e-06 1.09069299730271e-05 8.99546771857447e-05 -0.000492212066871223 0.000117896771737194 -3.43370321446783e-05 2.75704889811967e-05 -4.56636498658244e-06 -3.46188950065159e-06
"86" 0.106919335504743 0.0972298122650904 -0.60640763682402 -0.0599191625700252 0.599118770014428 -0.0940482768468403 -0.0341110960137427 -0.0269189407729973 0.0112824384016108 -0.00110516396843362 0.00779713867825417 4.36615126166311e-05 8.05012147659067e-07 2.92747571379694e-06 -1.9726673997641e-07 2.92695917332214e-05 8.37463272643808e-05 5.1031391021341e-07 1.41638908069134e-06 3.32187956728952e-07 3.10588250871746e-07
"87" 0.125153741451841 0.0468036498251524 -0.681649841578745 0.135749698601918 0.435937552881636 0.0112344386636857 -0.0387089226974335 -0.0298021122375922 -0.0299213064026956 -0.00881142855602491 0.0371571155933399 -0.00160696338205692 0.000141244355297763 0.000187682169097385 -0.000795350604932591 -0.000523682330994431 9.86264360069238e-05 7.80681846564443e-05 0.000120490472128737 0.000470942734379089 -0.0013136435786672
"88" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"89" -0.30122056223568 -0.25859000420506 0.0188055193408601 0.0124094501868632 0.709358263808086 -0.070788772502245 -0.132439095051397 -0.125504325310383 0.155894549571502 -0.000851767788540049 -0.00645183394875915 -4.91968361876901e-05 0.0008744710967399 0.000483995408507434 -0.00108949739737993 -0.000803322236221069 -3.72603427659192e-05 -7.30714273779231e-08 1.75751247343435e-06 -2.60829338731444e-06 3.12294400998083e-07
"90" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"91" 0.150346052000157 0.274532372568485 0.140203279627243 -0.0911572778299167 -0.545770366532805 0.0585109001631824 0.0112654644500805 0.0025826636031293 -0.00019425436239216 -5.61298623080246e-05 -0.000218694174791285 -7.36219848336328e-06 -8.43238986602038e-07 -9.52376507855328e-07 -6.34252188405878e-06 -1.57704495756664e-05 -1.56235591423151e-05 -1.42281929942675e-06 -2.913621819792e-06 9.2920946049658e-06 -2.07095897258294e-06
"92" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"93" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"94" 0.36858944975509 -0.0768887401736465 0.219539767676369 -0.108966654400956 -0.491829364853433 0.0761426279816528 0.00995749990068849 0.00309551430702716 0.000136739371680325 1.4679958843837e-05 0.000160442033620676 1.26163450276289e-05 -1.1567493929494e-05 -1.48691349652494e-05 2.2460415565208e-05 3.62356478162324e-05 1.98396633476282e-06 3.10918637937771e-07 5.30298764762833e-07 2.21447681857605e-07 1.16032134296944e-07
"95" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"96" 0.211437016070507 0.133889804700437 0.34599865584715 -0.148724090591663 -0.597439785851156 -0.000832426537880665 0.0390491856081443 0.0248655963834674 -0.0017956677241353 0.000977009706038442 -0.00670466735360334 -0.000220948712461462 8.18948048665686e-05 0.000100660521663965 -0.000125839586209134 -0.000157036919398031 -0.000365859409617888 -5.71646811866849e-06 -2.02248725134141e-05 -6.99634811291735e-06 -5.63267404036346e-07
"97" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"98" -0.229345611399028 -0.2038563221689 -0.240298498741701 -0.0456890002946018 0.64301479470757 -0.403092549309663 0.391855693763606 0.340073905807695 -0.151196604074598 -0.0441225618585395 0.0207896204441811 -0.00329041029627625 0.0258266963367773 0.0210427654477089 -0.00786025199435921 -0.113560098871951 -0.0282354345504603 0.00223546936100164 0.0245394183901398 0.000904876424186478 0.000264102877214576
"99" -0.249078682001011 -0.226202748411114 -0.0204920636165061 0.169822993397662 0.668573006794825 -0.245802091316058 -0.0198564374420972 -0.0464576716666527 -0.0469246326944922 0.031946002532744 0.0107418096261006 0.0120712205403975 0.406401589700968 -0.35615705187998 -0.0228334385386978 -0.0466069864926282 -0.0480307765475246 0.0111678320289464 0.00227263966997512 0.0155435583633027 -9.80720481582795e-05
"100" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"101" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
